tweet_id,sentiment,value,name,text,tweet_created,sentiment_label
570264145116819457,0.25,1.0,DT_Les,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,2015-02-24 08:49:01 -0800,positive
570259420287868928,0.6,1.0,ElvinaBeck,@VirginAmerica I love the hipster innovation. You are a feel good brand.,2015-02-24 08:30:15 -0800,positive
570258822297579520,0.0,1.0,rjlynch21086,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,2015-02-24 08:27:52 -0800,neutral
570256553502068736,0.4,1.0,ayeevickiee,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,2015-02-24 08:18:51 -0800,positive
570249102404923392,0.0,1.0,Leora13,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,2015-02-24 07:49:15 -0800,neutral
570239632807370753,-0.075,1.0,meredithjlynn,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,2015-02-24 07:11:37 -0800,negative
570217831557677057,0.2,0.6854,AdamSinger,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,2015-02-24 05:44:59 -0800,positive
570207886493782019,5.551115123125783e-17,1.0,blackjackpro911,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,2015-02-24 05:05:28 -0800,positive
570124596180955136,0.0,0.615,TenantsUpstairs,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,2015-02-23 23:34:30 -0800,neutral
570114021854212096,0.175,1.0,jordanpichler,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",2015-02-23 22:52:29 -0800,positive
570094701371469825,0.0,1.0,JCervantezzz,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,2015-02-23 21:35:43 -0800,neutral
570088404156698625,-0.3125,1.0,Cuschoolie1,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",2015-02-23 21:10:41 -0800,negative
570084582780899328,-0.75,1.0,amanduhmccarty,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",2015-02-23 20:55:30 -0800,negative
570076792993611776,1.0,1.0,NorthTxHomeTeam,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,2015-02-23 20:24:33 -0800,positive
570051991277342720,0.6,0.6207,miaerolinea,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,2015-02-23 18:46:00 -0800,positive
570051381534396416,0.5875,1.0,Nicsplace,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,2015-02-23 18:43:35 -0800,positive
570045393565691904,0.4027777777777778,1.0,Nicsplace,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",2015-02-23 18:19:47 -0800,positive
570038941497192448,0.0,0.6791,elisha_malulani,@VirginAmerica when can I book my flight to Hawaii??,2015-02-23 17:54:09 -0800,neutral
570035876845084672,0.0,1.0,DannyDouglass,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,2015-02-23 17:41:58 -0800,neutral
570033593394667521,0.0,0.6639,jamesferrandini,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",2015-02-23 17:32:54 -0800,neutral
570025482344898560,0.10677083333333333,0.6688,will_lenzenjr,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",2015-02-23 17:00:40 -0800,positive
570016304284901379,1.0,1.0,GottAmanda,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,2015-02-23 16:24:11 -0800,positive
570015408788414464,0.5787878787878787,0.6578,KGervaise,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,2015-02-23 16:20:38 -0800,positive
570013523650048002,0.0,1.0,papamurat,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,2015-02-23 16:13:09 -0800,neutral
570012257549070337,1.0,1.0,arieldaie,@VirginAmerica I'm #elevategold for a good reason: you rock!!,2015-02-23 16:08:07 -0800,positive
570011341483843584,0.0,0.6799,vacations7,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,2015-02-23 16:04:28 -0800,neutral
570010571707256832,0.1,1.0,ChelseaPoe666,@VirginAmerica wow this just blew my mind,2015-02-23 16:01:25 -0800,positive
570010539499393025,0.0,1.0,BobGlavinVO,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,2015-02-23 16:01:17 -0800,neutral
570009713447825408,0.5,0.6436,lisaaiko,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,2015-02-23 15:58:00 -0800,positive
570009035455344640,0.2,0.6764,grantbrowne,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",2015-02-23 15:55:18 -0800,positive
570006886012973056,1.0,0.657,joyabsalon,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,2015-02-23 15:46:46 -0800,positive
570004391731847169,0.0,1.0,2v,@VirginAmerica wish you flew out of Atlanta... Soon?,2015-02-23 15:36:51 -0800,neutral
570001194900426752,-0.15555555555555559,0.7118,KSmithFoundHere,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,2015-02-23 15:24:09 -0800,negative
570000071644872704,0.0,1.0,papamurat,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,2015-02-23 15:19:41 -0800,neutral
569996412286582784,0.1875,0.6939,murphicus,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,2015-02-23 15:05:09 -0800,positive
569996245462159361,0.0,1.0,VinnieFerra,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,2015-02-23 15:04:29 -0800,neutral
569990222609412097,0.7500000000000001,0.635,KevinDemsi,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,2015-02-23 14:40:33 -0800,positive
569990163209850881,0.0,0.7007,giffgaffman,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,2015-02-23 14:40:19 -0800,neutral
569989504431316993,0.13636363636363635,1.0,HanlonBrothers,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,2015-02-23 14:37:42 -0800,positive
569989321698074624,0.11666666666666665,1.0,emilybg78,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,2015-02-23 14:36:58 -0800,positive
569989034501500928,0.0,1.0,rachie1126,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,2015-02-23 14:35:50 -0800,neutral
569987622484848640,0.8,0.6858,adawson66,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",2015-02-23 14:30:13 -0800,positive
569986782567071744,-0.09375,1.0,SocialPLC,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",2015-02-23 14:26:53 -0800,negative
569986348041547778,0.375,1.0,jeffreymace01,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,2015-02-23 14:25:09 -0800,positive
569982307634794497,0.0,0.6814,1stcrown,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,2015-02-23 14:09:06 -0800,neutral
569976620158578688,-0.25,1.0,onerockgypsy,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30 -0800,negative
569973821396152323,0.0,1.0,noelduan,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",2015-02-23 13:35:23 -0800,neutral
569972508499283968,0.75,0.6922,Travelzoo,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,2015-02-23 13:30:10 -0800,positive
569967019958730753,0.4166666666666667,1.0,gianagon,@VirginAmerica everything was fine until you lost my bag,2015-02-23 13:08:21 -0800,positive
569961866224652288,0.0,1.0,bxchen,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,2015-02-23 12:47:52 -0800,neutral
569949891163615232,0.0,0.6492,seimatrun,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,2015-02-23 12:00:17 -0800,neutral
569948966873370625,0.0,1.0,jamied7,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",2015-02-23 11:56:37 -0800,neutral
569946362126602240,0.0,1.0,seimatrun,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,2015-02-23 11:46:16 -0800,neutral
569942903683813376,0.5787878787878787,1.0,mrmichaellay,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2015-02-23 11:32:31 -0800,positive
569941957490774016,1.0,1.0,TaylorLumsden,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,2015-02-23 11:28:46 -0800,positive
569940834994401280,1.0,1.0,campusmoviefest,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",2015-02-23 11:24:18 -0800,positive
569940323746516993,0.15,1.0,TaylorLumsden,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,2015-02-23 11:22:16 -0800,positive
569935232033366017,0.0,1.0,meme_meng,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,2015-02-23 11:02:02 -0800,neutral
569934395865493504,0.0,1.0,kyle_romanoff,@VirginAmerica what happened to Doom?!,2015-02-23 10:58:43 -0800,neutral
569933816963342337,0.0,1.0,GunsNDip,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,2015-02-23 10:56:25 -0800,neutral
569933777931145216,0.375,1.0,artisticwritr87,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,2015-02-23 10:56:16 -0800,positive
569933405506310144,-0.04375000000000001,0.6792,arieldaie,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,2015-02-23 10:54:47 -0800,negative
569933360564342784,-0.125,1.0,GunsNDip,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2015-02-23 10:54:36 -0800,negative
569929243146088448,-0.6,1.0,GunsNDip,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,2015-02-23 10:38:14 -0800,negative
569926998824394752,-0.2,1.0,jsatk,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,2015-02-23 10:29:19 -0800,negative
569923394990419968,0.0,0.6705,serenaklal,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,2015-02-23 10:15:00 -0800,neutral
569922008588222465,-0.5,1.0,openambit1,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,2015-02-23 10:09:30 -0800,negative
569920824905306113,0.0,0.6545,cabowine,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,2015-02-23 10:04:47 -0800,neutral
569919041244147712,-0.07777777777777779,1.0,MaryAnnTaylorT,@VirginAmerica Why is the site down?  When will it be back up?,2015-02-23 09:57:42 -0800,negative
569915941192015872,-0.19444444444444448,1.0,RamotControl,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",2015-02-23 09:45:23 -0800,negative
569913339427434496,0.25,0.6639,losermelon,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 09:35:03 -0800,positive
569911816937033728,-0.125,1.0,AlisonK33774854,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,2015-02-23 09:29:00 -0800,negative
569911674158731264,0.2625,1.0,GunsNDip,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",2015-02-23 09:28:26 -0800,positive
569911218942517248,0.0,0.6765,yazdanagh,@VirginAmerica why is flight 345 redirected?,2015-02-23 09:26:37 -0800,neutral
569910981868060673,0.26026936026936026,1.0,MerchEngines,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",2015-02-23 09:25:41 -0800,positive
569909224521641984,0.0,1.0,ColorCartel,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,2015-02-23 09:18:42 -0800,neutral
569907336485019648,-0.5,1.0,MustBeSpoken,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,2015-02-23 09:11:12 -0800,negative
569896805611089920,0.0,1.0,mattbunk,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,2015-02-23 08:29:21 -0800,neutral
569894449620369408,-0.5,1.0,louisjenny,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,2015-02-23 08:19:59 -0800,negative
569894407001939968,0.0,1.0,STravelsW,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,2015-02-23 08:19:49 -0800,neutral
569892199690678272,-0.3,1.0,GunsNDip,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,2015-02-23 08:11:03 -0800,negative
569891469210755074,0.13636363636363635,1.0,joeyrenagade,@VirginAmerica check out new music http://t.co/maRcnOCWzn,2015-02-23 08:08:08 -0800,positive
569891436100874241,0.06666666666666667,0.6925,mrmichaellay,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,2015-02-23 08:08:01 -0800,positive
569887310713479168,0.15625,1.0,GunsNDip,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,2015-02-23 07:51:37 -0800,positive
569887049446076416,0.875,1.0,TheDuchessSF,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",2015-02-23 07:50:35 -0800,positive
569884551712886785,1.0,1.0,BeLeather,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,2015-02-23 07:40:39 -0800,positive
569884407852437504,-0.21428571428571427,1.0,BeLeather,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,2015-02-23 07:40:05 -0800,negative
569881548515708928,-0.125,0.6593,drcaseydrake,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,2015-02-23 07:28:43 -0800,negative
569873669700358144,0.35,0.6823,flyfromWAS,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",2015-02-23 06:57:25 -0800,positive
569873668131717120,0.35,1.0,flyfromSEA,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,positive
569873665640292353,0.35,0.6806,flyfromNYC,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,positive
569873664612704256,0.35,0.6529,flyfromLAX,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,positive
569872058613673984,0.8,0.6779999999999999,Silvanabfer,@VirginAmerica Have a great week 🌞✈,2015-02-23 06:51:01 -0800,positive
569861209781989377,-0.5333333333333333,0.3482,AdamJdubs,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,2015-02-23 06:07:54 -0800,negative
569847920192655361,0.3375,1.0,nicholas_v,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",2015-02-23 05:15:06 -0800,positive
569814339785338880,0.7,1.0,tstashajones,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",2015-02-23 03:01:39 -0800,positive
569777607371128834,1.0,1.0,SkateMamas,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,2015-02-23 00:35:42 -0800,positive
569774078233419776,0.346031746031746,1.0,dngoo,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,2015-02-23 00:21:40 -0800,positive
569770363623575552,0.5,1.0,SamBrittenham,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",2015-02-23 00:06:55 -0800,positive
569748316776325120,0.0,0.6832,usagibrian,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,2015-02-22 22:39:18 -0800,neutral
569741221783957504,-0.15555555555555559,1.0,usagibrian,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",2015-02-22 22:11:07 -0800,negative
569737603617943552,-0.05,1.0,KindofLuke,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,2015-02-22 21:56:44 -0800,negative
569714127792254976,0.4125,1.0,ptbrodie,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,2015-02-22 20:23:27 -0800,positive
569675144353828864,0.71875,1.0,cheryleng,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,2015-02-22 17:48:33 -0800,positive
569674358135914496,0.3166666666666667,1.0,HishamSharaby,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",2015-02-22 17:45:25 -0800,positive
569666477265018881,0.0,0.6703,ChrisFordisHere,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,2015-02-22 17:14:06 -0800,neutral
569652497947734017,0.44000000000000006,1.0,JKF1897,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,2015-02-22 16:18:33 -0800,positive
569649116487290880,0.0,1.0,F6x,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,2015-02-22 16:05:07 -0800,neutral
569643262459269120,0.0,0.6535,lawyang588,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,2015-02-22 15:41:51 -0800,neutral
569642845516275712,0.0,1.0,melokudo,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,2015-02-22 15:40:12 -0800,neutral
569634318349246464,-0.75,1.0,ChrysiChrysic,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,2015-02-22 15:06:19 -0800,negative
569633630978310145,0.0,1.0,nikkisixxfan93,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,2015-02-22 15:03:35 -0800,neutral
569633279546036224,0.0,1.0,ChrysiChrysic,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,2015-02-22 15:02:11 -0800,neutral
569630092273410048,0.0,1.0,MOCBlogger,@VirginAmerica Another delayed flight? #likingyoulessandless,2015-02-22 14:49:31 -0800,neutral
569627480425766912,0.25,1.0,tfaz,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,2015-02-22 14:39:09 -0800,positive
569625739231948800,0.0,1.0,lisaptv,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,2015-02-22 14:32:14 -0800,neutral
569625609799774208,0.0,1.0,dropapp,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",2015-02-22 14:31:43 -0800,neutral
569620102389350401,0.0,0.7011,HollywoodHotMom,@VirginAmerica always!!! Xoxo,2015-02-22 14:09:50 -0800,neutral
569619569372823552,-0.22499999999999998,1.0,GoShar2012,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,2015-02-22 14:07:43 -0800,negative
569618527948115968,-0.16666666666666666,0.6543,MOCBlogger,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,2015-02-22 14:03:34 -0800,negative
569616490380439552,1.0,1.0,SkateMamas,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,2015-02-22 13:55:28 -0800,positive
569615109363929088,0.8,0.355,FiDiFamilies,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,2015-02-22 13:49:59 -0800,positive
569614365755899905,0.0,0.6889,jarrydosborne,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,2015-02-22 13:47:02 -0800,neutral
569614024578600960,0.6255208333333333,1.0,HollywoodHotMom,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,2015-02-22 13:45:41 -0800,positive
569609971383586817,0.012500000000000011,1.0,mlorenzen,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",2015-02-22 13:29:34 -0800,positive
569608328998887424,0.0,0.679,Tyler_Starrine,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,2015-02-22 13:23:03 -0800,neutral
569599867716132864,0.9,1.0,jessicajaymes,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,2015-02-22 12:49:25 -0800,positive
569596445680115712,0.0,1.0,livingfitly,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,2015-02-22 12:35:49 -0800,neutral
569596097540132864,0.0,1.0,khartline,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,2015-02-22 12:34:26 -0800,neutral
569594386066984960,-0.3125,1.0,khartline,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,2015-02-22 12:27:38 -0800,negative
569586660909973504,0.35714285714285715,1.0,MACRoxburgh,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,2015-02-22 11:56:57 -0800,positive
569580805036453888,0.525,1.0,paulnakada,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),2015-02-22 11:33:40 -0800,positive
569575679722786816,0.0,1.0,wildcatdad,@VirginAmerica is your website ever coming back online?,2015-02-22 11:13:18 -0800,neutral
569575003248676864,0.25,0.6732,RheaThurman1,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",2015-02-22 11:10:37 -0800,positive
569574973662232576,0.0,1.0,Osiris91780,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,2015-02-22 11:10:30 -0800,neutral
569574961158815745,0.30625,1.0,HeatherWhoo,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,2015-02-22 11:10:27 -0800,positive
569572942381649920,0.0,1.0,paulnakada,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,2015-02-22 11:02:26 -0800,neutral
569572740723712001,0.0,0.6593,RampantSmashing,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,2015-02-22 11:01:38 -0800,neutral
